power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA,target
0.07649575404258399,0,0.5299771705653277,-0.4697767424334218,0,1,-0.7299941784201043,-0.5732483705113476,1.2914237386483358,0.6377452522846383,-0.4994574529754518,-0.23060671593389653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.3394839243570381,-0.5732485002444659,0.06850599855595899,0.6377452522846383,-0.49945803986386306,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.3442065976065249,0,0.5299771705653277,-0.4697767424334218,0,1,-0.7299941784201043,-0.573250202566236,0.5190546396426241,0.6377452522846383,-0.49945823946435286,-0.23060671593389653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.5596705925758615,-0.5732463993302815,0.016116621685416548,0.6377452522846383,-0.4994577935276488,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,1.0314991673304832,-0.5732450907001997,-0.05356383030988629,0.6377452522846383,-0.49945764008826393,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.24511820940611376,-0.5732422402471374,0.09776240382132685,0.6377452522846383,-0.4994573058671799,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,1.0000439290135084,-0.5732467429256553,-0.1178111086603311,0.6377452522846383,-0.49945763365886753,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.3709391626740129,-0.5732466666921333,0.05980814834193068,0.6377452522846383,-0.4994578248763383,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.6540363075267859,-0.5732418760959392,-0.0014549705568772202,0.6377452522846383,-0.49945726316975403,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,-0.1952551270315331,-0.5732419489261789,-0.009408428098125985,0.6377452522846383,-0.4994558516338007,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,5.246501101805103,-0.5732461728078165,-0.19297312350326631,0.6377452522846383,-0.49945776696745575,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,2.572805844862247,-0.573247403026276,-0.1811304314186285,0.6377452522846383,-0.4994577492467639,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.06373836317378563,0,0.5299771705653277,-0.4697767424334218,0,1,1.6606039336699787,-0.5732391811048092,-0.22030723290985196,0.6377452522846383,-0.4994525981324978,-0.23060671593389653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.07649575404258399,0,0.5299771705653277,-0.4697767424334218,0,1,0.5911258308928363,-0.5732437681847262,-0.18309908672620467,0.6377452522846383,-0.4994554772274381,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,0.1822077327721642,-0.5732486181341624,-0.10382366600714334,0.6377452522846383,-0.4994577810780788,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2.740943981153607,0,0.5299771705653277,-0.4697767424334218,0,1,4.806127765367456,-0.5732424165371569,-0.1809952553363355,0.6377452522846383,-0.49945741710566044,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,2.604261083179222,-0.5732429422761953,-0.21040506497388134,0.6377452522846383,-0.499456139016277,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.06373836317378563,0,0.5299771705653277,-0.4697767424334218,1,0,-0.7299941784201043,-0.573250202566236,1.0339673723130987,0.6377452522846383,-0.49945823946435286,-0.23060671593389653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
